"IdAlumno","PeriodoAcad","Genero","PrepaPrivada","PromedioAcum"
"A88279","AD05","M","Publica",74.053
"A88280","AD05","F","Publica",93.065
"A88281","AD05","F","Publica",95.189
"A88282","AD05","M","Publica",80.636
"A88314","AD05","M","Publica",64.425
"A88315","AD05","M","Privada",78.853
"A88316","AD05","F","Publica",80.44
"A88317","AD05","M","Privada",78.375
"A88318","AD05","F","Publica",89.237
"A88319","AD05","M","Privada",82.269
"A88320","AD05","M","Publica",91.4
"A88321","AD05","M","Privada",82
"A88322","AD05","M","Privada",87.411
"A88323","AD05","M","Privada",87
"A88324","AD05","F","Privada",73.666
"A88325","AD05","M","Publica",88.688
"A88326","AD05","F","Privada",84.277
"A88327","AD05","M","Privada",86.833
"A88329","AD05","M","Privada",85.631
"A88330","AD05","M","Privada",81.35
"A88331","AD05","M","Publica",84.406
"A88332","AD05","F","Privada",95.9
"A88334","AD05","F","Publica",77.75
"A88336","AD05","M","Privada",92.3
"A88337","AD05","F","Privada",89.285
"A88340","AD05","F","Privada",94.136
"A88342","AD05","M","Publica",83.119
"A88343","AD05","M","Privada",88.888
"A88344","AD05","M","Privada",97.117
"A88345","AD05","M","Privada",87.545
"A88350","AD05","M","Privada",80.21
"A88353","AD05","F","Privada",98
"A88356","AD05","M","Privada",92.65
"A88357","AD05","F","Privada",86.411
"A88358","AD05","M","Publica",80.241
"A88359","AD05","M","Privada",85.894
"A88361","AD05","M","Privada",52.09
"A88362","AD05","M","Privada",74.952
"A88363","AD05","M","Privada",81.222
"A88364","AD05","F","Privada",76.09
"A88365","AD05","M","Privada",74.157
"A88367","AD05","M","Privada",73.833
"A88368","AD05","F","Privada",86.842
"A88371","AD05","M","Privada",74.625
"A88372","AD05","F","Publica",82.105
"A88373","AD05","M","Publica",77.48
"A88385","AD05","F","Publica",80.655
"A88386","AD05","M","Publica",74.037
"A88388","AD05","F","Publica",83.533
"A88389","AD05","F","Publica",87.821
"A88391","AD05","M","Publica",75.612
"A88393","AD05","F","Publica",78.129
"A88395","AD05","M","Publica",66.904
"A88398","AD05","M","Publica",78.357
"A88399","AD05","F","Publica",82.562
"A88401","AD05","M","Publica",82.25
"A88403","AD05","M","Publica",88.55
"A88405","AD05","F","Publica",82.833
"A88407","AD05","F","Publica",85.944
"A88408","AD05","F","Publica",73
"A88409","AD05","M","Publica",86.8
"A88410","AD05","M","Publica",75.736
"A88411","AD05","M","Publica",65.625
"A88412","AD05","F","Publica",81.736
"A88415","AD05","F","Publica",89.473
"A88422","AD05","M","Publica",85.937
"A88423","AD05","F","Publica",82.1
"A88424","AD05","F","Publica",88.461
"A88425","AD05","M","Publica",82.35
"A88427","AD05","F","Publica",76.722
"A88428","AD05","M","Publica",80.809
"A88429","AD05","M","Publica",72.2
"A88430","AD05","M","Publica",85.631
"A88431","AD05","M","Publica",80.578
"A88432","AD05","F","Publica",74.684
"A88433","AD05","F","Publica",80.866
"A88434","AD05","F","Publica",79.75
"A88435","AD05","M","Publica",75.75
"A88436","AD05","F","Publica",77.55
"A88437","AD05","M","Publica",77.117
"A88438","AD05","M","Publica",62.2
"A88439","AD05","F","Publica",81.055
"A88440","AD05","M","Publica",77.65
"A88441","AD05","F","Publica",85.117
"A88442","AD05","M","Publica",70.777
"A88445","AD05","M","Publica",87.7
"A88448","AD05","F","Publica",66.166
"A88450","AD05","F","Publica",73.263
"A88452","AD05","F","Publica",81.352
"A88453","AD05","M","Publica",72.421
"A88454","AD05","F","Publica",87.583
"A88455","AD05","M","Publica",74.777
"A88459","AD05","F","Publica",89
"A88460","AD05","F","Publica",94
"A88461","AD05","M","Publica",88.571
"A88462","AD05","M","Publica",88
"A88463","AD05","M","Publica",93.714
"A88470","AD05","F","Publica",90.666
"A88471","AD05","M","Publica",93
"A88473","AD05","M","Privada",87.774
"A88477","AD05","F","Privada",88.259
"A88484","AD05","F","Privada",79.516
"A88490","AD05","F","Privada",77.904
"A88491","AD05","M","Publica",85.833
"A88494","AD05","M","Privada",82.185
"A88495","AD05","M","Privada",79.156
"A88496","AD05","F","Publica",76.85
"A88497","AD05","M","Privada",88.379
"A88501","AD05","F","Publica",85.3
"A88503","AD05","M","Publica",76.685
"A88505","AD05","M","Privada",82
"A88506","AD05","M","Privada",84.444
"A88507","AD05","F","Privada",82.129
"A88508","AD05","M","Privada",81.52
"A88509","AD05","F","Privada",74.303
"A88510","AD05","M","Privada",76.437
"A88511","AD05","M","Privada",73.466
"A88514","AD05","M","Privada",69.062
"A88518","AD05","F","Privada",87.437
"A88521","AD05","M","Publica",80.115
"A88522","AD05","F","Privada",78.727
"A88523","AD05","F","Privada",79.5
"A88524","AD05","F","Privada",84.333
"A88525","AD05","F","Privada",86.666
"A88526","AD05","M","Privada",78.419
"A88527","AD05","F","Privada",81.708
"A88529","AD05","M","Privada",78.105
"A88530","AD05","M","Privada",80.76
"A88531","AD05","M","Publica",82.59
"A88532","AD05","F","Privada",87.032
"A88535","AD05","M","Publica",80.576
"A88537","AD05","F","Privada",76.25
"A88538","AD05","F","Privada",82.709
"A88541","AD05","M","Publica",68.69
"A88542","AD05","F","Publica",74.9
"A88543","AD05","F","Privada",88.047
"A88544","AD05","F","Publica",82.016
"A88545","AD05","M","Publica",70.785
"A88548","AD05","M","Privada",70.708
"A88549","AD05","F","Publica",85.151
"A88550","AD05","F","Privada",89.437
"A88555","AD05","M","Publica",79.142
"A88556","AD05","M","Publica",75.532
"A88558","AD05","F","Publica",75.142
"A88559","AD05","F","Publica",84.983
"A88561","AD05","M","Privada",70.615
"A88562","AD05","M","Publica",90.162
"A88563","AD05","M","Publica",75.694
"A88564","AD05","M","Publica",87.103
"A88565","AD05","F","Publica",80.968
"A88566","AD05","F","Publica",85.761
"A88567","AD05","F","Publica",96.758
"A88569","AD05","F","Publica",83.551
"A88570","AD05","M","Publica",84.894
"A88571","AD05","M","Publica",83.948
"A88572","AD05","M","Publica",76.4
"A88573","AD05","F","Privada",82.642
"A88575","AD05","F","Publica",86.872
"A88576","AD05","F","Publica",84.644
"A88577","AD05","F","Publica",93.181
"A88578","AD05","M","Publica",91.48
"A88579","AD05","M","Publica",85.327
"A88580","AD05","M","Publica",77.706
"A88581","AD05","M","Publica",79.92
"A88582","AD05","M","Publica",82.5
"A88583","AD05","M","Publica",80.481
"A88584","AD05","F","Privada",93.894
"A88585","AD05","M","Privada",90.35
"A88588","AD05","F","Privada",85.052
"A88589","AD05","M","Privada",89.25
"A88590","AD05","M","Privada",74.583
"A88591","AD05","F","Privada",83.578
"A88594","AD05","F","Privada",83.666
"A88595","AD05","M","Privada",77.666
"A88596","AD05","M","Privada",78.315
"A88598","AD05","F","Privada",87.65
"A88599","AD05","M","Publica",78.62
"A88600","AD05","M","Privada",93.368
"A88601","AD05","M","Privada",66.764
"A88602","AD05","M","Privada",71.875
"A88603","AD05","M","Privada",84.666
"A88605","AD05","F","Privada",85.315
"A88607","AD05","F","Privada",80.8
"A88608","AD05","F","Privada",82.263
"A88609","AD05","M","Privada",73.343
"A88612","AD05","F","Privada",71.838
"A88613","AD05","F","Privada",85.2
"A88615","AD05","F","Publica",88.666
"A88616","AD05","M","Publica",83.611
"A88617","AD05","F","Privada",78.08
"A88619","AD05","F","Publica",84.419
"A88620","AD05","M","Publica",70.896
"A88621","AD05","F","Privada",97.862
"A88622","AD05","M","Publica",88.909
"A88623","AD05","M","Privada",70.866
"A88625","AD05","F","Privada",80.062
"A88627","AD05","M","Publica",75.959
"A88629","AD05","M","Publica",82
"A88630","AD05","M","Publica",81.642
"A88631","AD05","M","Publica",81.388
"A88634","AD05","M","Publica",77.7
"A88635","AD05","M","Privada",66.812
"A88636","AD05","M","Privada",77.761
"A88640","AD05","M","Privada",89.333
"A88642","AD05","F","Publica",79.895
"A88643","AD05","F","Privada",82.166
"A88645","AD05","M","Privada",85.4
"A88646","AD05","M","Publica",83.354
"A88648","AD05","M","Privada",88.117
"A88649","AD05","M","Privada",85.684
"A88650","AD05","M","Privada",92.608
"A88651","AD05","F","Privada",88.611
"A88653","AD05","F","Privada",63.076
"A88654","AD05","M","Privada",86.538
"A88655","AD05","M","Privada",77.214
"A88656","AD05","F","Privada",87
"A88659","AD05","F","Privada",87.777
"A88660","AD05","M","Privada",92.95
"A88661","AD05","F","Privada",71.35
"A88663","AD05","M","Privada",89
"A88664","AD05","M","Privada",85.562
"A88665","AD05","M","Privada",90.631
"A88666","AD05","F","Privada",78.736
"A88667","AD05","M","Privada",84.176
"A88668","AD05","F","Privada",77.315
"A88671","AD05","M","Privada",84.968
"A88672","AD05","M","Privada",93.419
"A88673","AD05","F","Privada",93.052
"A88674","AD05","F","Privada",77.916
"A88675","AD05","M","Privada",81.833
"A88676","AD05","M","Privada",85.842
"A88677","AD05","M","Privada",65
"A88678","AD05","M","Privada",88.5
"A88682","AD05","F","Privada",83.1
"A88684","AD05","M","Privada",93.5
"A88685","AD05","F","Privada",90.235
"A88686","AD05","M","Privada",95.105
"A88689","AD05","F","Privada",93.263
"A88690","AD05","F","Privada",89.833
"A88692","AD05","M","Privada",72.666
"A88693","AD05","F","Privada",90.157
"A88695","AD05","M","Privada",77.736
"A88696","AD05","M","Privada",93.7
"A88697","AD05","M","Privada",85
"A88699","AD05","M","Privada",83.4
"A88700","AD05","M","Privada",82.684
"A88703","AD05","F","Privada",87.75
"A88705","AD05","F","Privada",82.285
"A88706","AD05","M","Privada",82
"A88707","AD05","F","Publica",97.6
"A88708","AD05","M","Privada",81.85
"A88709","AD05","M","Privada",79.736
"A88710","AD05","M","Privada",88.833
"A88711","AD05","M","Privada",89.578
"A88713","AD05","M","Privada",84.15
"A88714","AD05","M","Privada",82.526
"A88715","AD05","F","Privada",80.105
"A88720","AD05","M","Privada",87
"A88721","AD05","M","Privada",84
"A88723","AD05","F","Privada",68.578
"A88724","AD05","M","Privada",89.944
"A88726","AD05","M","Privada",86.947
"A88727","AD05","M","Privada",78.923
"A88728","AD05","M","Privada",98.523
"A88729","AD05","M","Privada",85.062
"A88730","AD05","M","Privada",86
"A88732","AD05","M","Privada",90.333
"A88733","AD05","M","Privada",69.142
"A88734","AD05","F","Privada",90
"A88735","AD05","F","Privada",90
"A88738","AD05","M","Privada",83.4
"A88741","AD05","F","Privada",90
"A88742","AD05","F","Privada",87
"A88743","AD05","M","Privada",85.857
"A88744","AD05","F","Privada",90.714
"A88745","AD05","M","Privada",84.857
"A88746","AD05","M","Privada",85.833
"A88747","AD05","M","Privada",90
"A88748","AD05","M","Privada",86.666
"A88750","AD05","M","Privada",80.428
"A88752","AD05","M","Privada",96
"A88756","AD05","F","Privada",80.428
"A88757","AD05","M","Privada",95.857
"A88762","AD05","F","Privada",80
"A88764","AD05","M","Privada",85.428
"A88805","AD05","M","Privada",91.714
"A88816","AD05","M","Publica",82.5
"A88879","AD05","F","Publica",74.145
"A88880","AD05","F","Publica",84.95
"A88883","AD05","F","Publica",76.753
"A88884","AD05","M","Publica",86.5
"A88885","AD05","M","Publica",88.072
"A88887","AD05","M","Publica",79.222
"A88889","AD05","M","Publica",80.178
"A88891","AD05","M","Publica",77.696
"A88892","AD05","M","Publica",79.581
"A88893","AD05","M","Publica",84.928
"A88896","AD05","M","Publica",92.438
"A88897","AD05","M","Publica",79.196
"A88898","AD05","M","Publica",86.017
"A88899","AD05","M","Publica",83.907
"A88900","AD05","M","Publica",85.875
"A88901","AD05","F","Publica",81.758
"A88902","AD05","F","Publica",85.525
"A88903","AD05","F","Publica",78.714
"A88904","AD05","M","Publica",80.842
"A88905","AD05","F","Publica",83.29
"A88906","AD05","M","Publica",78.12
"A88909","AD05","F","Publica",82.818
"A88910","AD05","F","Publica",83.108
"A88912","AD05","F","Publica",80.23
"A88913","AD05","M","Publica",89.142
"A88915","AD05","M","Publica",80.78
"A88916","AD05","M","Publica",79.775
"A88918","AD05","M","Publica",84.279
"A88920","AD05","M","Publica",94.479
"A88921","AD05","M","Publica",84.414
"A88922","AD05","F","Publica",81.294
"A88923","AD05","F","Publica",78.275
"A88924","AD05","F","Publica",79.187
"A88925","AD05","M","Publica",84.022
"A88927","AD05","F","Publica",79.902
"A88928","AD05","M","Publica",78.378
"A88929","AD05","F","Publica",78.891
"A88930","AD05","M","Publica",88.081
"A88931","AD05","F","Publica",82.93
"A88932","AD05","M","Publica",81.818
"A88934","AD05","F","Publica",74.285
"A88935","AD05","F","Publica",93.741
"A88936","AD05","M","Publica",92.47
"A88937","AD05","M","Publica",87.457
"A88938","AD05","M","Publica",78.344
"A88939","AD05","F","Publica",87.222
"A88940","AD05","M","Publica",80.944
"A88941","AD05","M","Publica",68.76
"A88942","AD05","F","Publica",90.333
"A88945","AD05","M","Publica",87.055
"A88947","AD05","M","Publica",79.8
"A88948","AD05","F","Publica",80.823
"A88949","AD05","M","Publica",79.187
"A88951","AD05","F","Publica",96.315
"A88952","AD05","M","Publica",71.437
"A88954","AD05","M","Publica",89.166
"A88955","AD05","M","Publica",90.2
"A88956","AD05","F","Publica",90
"A88957","AD05","M","Publica",90.333
"A88958","AD05","F","Publica",83.4
"A88961","AD05","M","Publica",81
"A88963","AD05","M","Publica",77.2
"A88965","AD05","M","Publica",88.4
"A88966","AD05","M","Publica",85.5
"A88967","AD05","M","Publica",87.666
"A88974","AD05","F","Publica",80
"A88977","AD05","M","Publica",78.907
"A88979","AD05","M","Publica",93.596
"A88980","AD05","F","Publica",83.071
"A88981","AD05","M","Publica",78.127
"A88982","AD05","F","Publica",83.112
"A88984","AD05","M","Publica",71.666
"A88985","AD05","M","Publica",84.638
"A88987","AD05","M","Publica",89.078
"A88988","AD05","M","Publica",78.363
"A88989","AD05","M","Publica",79.037
"A88990","AD05","M","Publica",83.526
"A88991","AD05","F","Publica",88.384
"A88992","AD05","M","Publica",80.366
"A88994","AD05","M","Publica",92.625
"A88995","AD05","M","Publica",83.733
"A88996","AD05","M","Publica",88
"A88997","AD05","F","Privada",87.5
"A88998","AD05","M","Publica",80.954
"A88999","AD05","M","Publica",91.702
"A89000","AD05","F","Publica",89.434
"A89001","AD05","M","Publica",95.369
"A89004","AD05","M","Publica",82.722
"A89005","AD05","F","Publica",94.243
"A89006","AD05","M","Publica",83.545
"A89009","AD05","M","Publica",88.018
"A89018","AD05","M","Publica",97.017
"A89019","AD05","M","Publica",92.711
"A89021","AD05","F","Publica",91.732
"A89024","AD05","F","Publica",82.842
"A89026","AD05","M","Publica",86.142
"A89032","AD05","M","Publica",75.5
"A89033","AD05","M","Publica",82.333
"A89039","AD05","M","Publica",76.307
"A89048","AD05","M","Publica",84.596
"A89056","AD05","F","Publica",82.578
"A89059","AD05","M","Publica",78.673
"A89063","AD05","M","Publica",77.071
"A89067","AD05","M","Publica",75.76
"A89068","AD05","M","Publica",91.147
"A89070","AD05","M","Publica",79.61
"A89071","AD05","F","Publica",93.127
"A89073","AD05","M","Publica",84.81
"A89074","AD05","F","Publica",88.683
"A89077","AD05","M","Publica",76.32
"A89079","AD05","M","Publica",81.491
"A89083","AD05","M","Publica",74.807
"A89084","AD05","M","Publica",78.603
"A89085","AD05","F","Publica",88.526
"A89086","AD05","M","Publica",78.559
"A89088","AD05","F","Publica",77.113
"A89089","AD05","F","Publica",94.346
"A89091","AD05","F","Publica",90.358
"A89093","AD05","F","Publica",94.36
"A89094","AD05","M","Publica",95.106
"A89097","AD05","M","Publica",99.368
"A89108","AD05","M","Publica",73.826
"A89109","AD05","M","Publica",86.166
"A89113","AD05","M","Publica",83.418
"A89114","AD05","M","Publica",87.187
"A89116","AD05","M","Publica",83.076
"A89118","AD05","M","Publica",79.463
"A89123","AD05","M","Publica",66.111
"A89124","AD05","F","Publica",81.333
"A89125","AD05","F","Publica",91.815
"A89126","AD05","F","Publica",74
"A89128","AD05","F","Publica",84.978
"A89129","AD05","F","Publica",87.738
"A89132","AD05","F","Publica",77.783
"A89137","AD05","F","Publica",94.653
"A89138","AD05","M","Publica",74.688
"A89143","AD05","M","Publica",82.106
"A89144","AD05","M","Publica",77.945
"A89147","AD05","M","Publica",86.777
"A89151","AD05","M","Publica",79.594
"A89152","AD05","F","Publica",89.558
"A89153","AD05","M","Publica",82.477
"A89158","AD05","F","Publica",87.591
"A89161","AD05","M","Publica",88.576
"A89164","AD05","M","Privada",71.833
"A89165","AD05","F","Privada",89.363
"A89166","AD05","M","Privada",84.769
"A89172","AD05","F","Privada",89.368
"A89173","AD05","M","Privada",79.142
"A89174","AD05","F","Privada",91.588
"A89175","AD05","M","Publica",81.788
"A89176","AD05","F","Publica",84.714
"A89177","AD05","F","Privada",85.736
"A89178","AD05","M","Privada",84.578
"A89179","AD05","F","Privada",76.789
"A89180","AD05","M","Publica",74.923
"A89181","AD05","F","Privada",94.285
"A89182","AD05","M","Privada",69.476
"A89183","AD05","M","Privada",94.238
"A89184","AD05","M","Publica",80.357
"A89185","AD05","M","Privada",77.23
"A89187","AD05","M","Publica",81.036
"A89189","AD05","M","Publica",80.333
"A89191","AD05","F","Privada",74.769
"A89193","AD05","M","Publica",78.421
"A89194","AD05","F","Privada",91.736
"A89196","AD05","F","Publica",79.023
"A89197","AD05","M","Publica",76.596
"A89199","AD05","M","Publica",66.79
"A89200","AD05","M","Privada",83.333
"A89203","AD05","M","Privada",88.166
"A89204","AD05","M","Privada",82.571
"A89205","AD05","F","Privada",90.142
"A89206","AD05","M","Privada",79.428
"A89207","AD05","F","Privada",94.428
"A89208","AD05","M","Privada",86.666
"A89210","AD05","F","Privada",83.5
"A89212","AD05","F","Privada",78.428
"A89214","AD05","M","Privada",92.5
"A89215","AD05","M","Privada",84.666
"A89218","AD05","F","Privada",86.571
"A89219","AD05","M","Privada",83.857
"A89220","AD05","F","Privada",90.8
"A89223","AD05","M","Privada",93.857
"A89224","AD05","F","Privada",76.428
"A89228","AD05","M","Publica",66.4
"A89229","AD05","F","Privada",86.333
"A89233","AD05","M","Privada",92.166
"A89234","AD05","M","Privada",92.142
"A89235","AD05","M","Privada",96.714
"A89236","AD05","F","Privada",88.714
"A89237","AD05","F","Privada",90.142
"A89238","AD05","M","Privada",74
"A89239","AD05","F","Privada",96.571
"A89240","AD05","F","Publica",92.045
"A89241","AD05","M","Publica",73
"A89242","AD05","M","Publica",84.979
"A89243","AD05","M","Privada",73.714
"A89245","AD05","M","Privada",90.714
"A89246","AD05","F","Publica",85.366
"A89247","AD05","M","Publica",82.027
"A89248","AD05","F","Privada",96.142
"A89250","AD05","F","Privada",80.333
"A89251","AD05","M","Privada",78.142
"A89252","AD05","M","Privada",91.714
"A89254","AD05","M","Publica",77.15
"A89255","AD05","M","Publica",76.324
"A89256","AD05","F","Publica",84.17
"A89257","AD05","F","Publica",83.891
"A89258","AD05","F","Publica",82.942
"A89261","AD05","M","Publica",79.136
"A89265","AD05","F","Privada",89.714
"A89266","AD05","M","Publica",84.512
"A89267","AD05","M","Publica",70.794
"A89272","AD05","F","Privada",93.571
"A89274","AD05","M","Publica",86.575
"A89275","AD05","M","Publica",72.896
"A89276","AD05","M","Publica",86.074
"A89277","AD05","M","Publica",74.521
"A89295","AD05","M","Publica",82.322
"A89296","AD05","M","Publica",73.972
"A89325","AD05","M","Publica",82.264
"A89326","AD05","M","Publica",80.555
"A89327","AD05","F","Publica",82.555
"A89328","AD05","M","Publica",64.444
"A89329","AD05","M","Publica",96.666
"A89334","AD05","M","Publica",79.68
"A89335","AD05","F","Publica",89.5
"A89336","AD05","M","Publica",80.645
"A89337","AD05","F","Publica",83.8
"A89341","AD05","M","Publica",73.448
"A89344","AD05","F","Publica",84.441
"A89346","AD05","F","Publica",72.952
"A89348","AD05","M","Publica",82.6
"A89349","AD05","M","Publica",82.375
"A89350","AD05","F","Publica",90.933
"A89351","AD05","M","Publica",86.517
"A89352","AD05","F","Publica",68.277
"A89363","AD05","M","Publica",82.894
"A89364","AD05","F","Publica",68.916
"A89366","AD05","M","Publica",68
"A89367","AD05","M","Publica",85.736
"A89386","AD05","M","Publica",88.375
"A89394","AD05","F","Publica",82.722
"A89395","AD05","M","Publica",77.529
"A89408","AD05","M","Publica",79.333
"A89410","AD05","M","Publica",88.571
"A89428","AD05","M","Publica",80.285
"A89431","AD05","F","Publica",75.333
"A89433","AD05","M","Publica",87
"A89440","AD05","M","Publica",94.428
"A89450","AD05","M","Publica",84.428
"A89453","AD05","F","Publica",73.25
"A89454","AD05","M","Publica",85
"A89455","AD05","M","Publica",46.833
"A89463","AD05","M","Publica",79.338
"A89464","AD05","F","Publica",89.127
"A89466","AD05","F","Publica",91.892
"A89467","AD05","F","Publica",82.882
"A89469","AD05","M","Publica",82.089
"A89470","AD05","M","Privada",76.38
"A89471","AD05","F","Privada",83.809
"A89472","AD05","M","Privada",89.45
"A89474","AD05","F","Privada",83.5
"A89476","AD05","F","Privada",89.35
"A89477","AD05","F","Privada",96.611
"A89479","AD05","M","Publica",87.741
"A89481","AD05","M","Publica",79.215
"A89482","AD05","M","Publica",83.576
"A89483","AD05","F","Publica",88.909
"A89484","AD05","F","Publica",87.755
"A89485","AD05","M","Publica",83.727
"A89486","AD05","F","Publica",82.8
"A89487","AD05","M","Publica",81.583
"A89488","AD05","F","Publica",85.538
"A89490","AD05","F","Privada",95.833
"A89492","AD05","M","Privada",86.894
"A89493","AD05","M","Privada",85.095
"A89498","AD05","F","Publica",78.877
"A89503","AD05","M","Publica",74.527
"A89504","AD05","F","Publica",85.647
"A89505","AD05","M","Publica",81.295
"A89509","AD05","M","Privada",94.2
"A89511","AD05","M","Privada",84.888
"A89515","AD05","M","Publica",87.1
"A89516","AD05","M","Publica",87.209
"A89517","AD05","M","Publica",84.677
"A89518","AD05","F","Publica",91.017
"A89519","AD05","M","Publica",68
"A89520","AD05","M","Publica",86.392
"A89521","AD05","M","Publica",82.051
"A89522","AD05","F","Publica",83.127
"A89523","AD05","M","Publica",86.088
"A89524","AD05","M","Publica",78.433
"A89525","AD05","F","Publica",72.634
"A89529","AD05","F","Publica",92.714
"A89531","AD05","F","Privada",78.521
"A89533","AD05","M","Publica",85.949
"A89534","AD05","F","Publica",89.368
"A89537","AD05","M","Publica",73.14
"A89538","AD05","M","Publica",72
"A89539","AD05","F","Privada",86.578
"A89540","AD05","F","Publica",80.98
"A89541","AD05","M","Publica",81.425
"A89544","AD05","F","Publica",83.766
"A89546","AD05","M","Publica",80.982
"A89547","AD05","F","Publica",80.325
"A89550","AD05","M","Publica",70.142
"A89551","AD05","M","Publica",76.888
"A89552","AD05","M","Publica",87.222
"A89553","AD05","F","Publica",78.722
"A89554","AD05","F","Publica",82.224
"A89560","AD05","F","Publica",79.268
"A89561","AD05","M","Publica",79.312
"A89562","AD05","F","Privada",94.285
"A89564","AD05","M","Publica",71.846
"A89565","AD05","M","Publica",82.166
"A89566","AD05","M","Publica",68.769
"A89567","AD05","F","Publica",91.096
"A89568","AD05","M","Publica",82.276
"A89570","AD05","F","Privada",86.285
"A89571","AD05","M","Privada",97
"A89574","AD05","F","Publica",79.276
"A89577","AD05","M","Publica",76.238
"A89578","AD05","F","Privada",84.166
"A89579","AD05","F","Publica",87
"A89580","AD05","M","Publica",91.4
"A89581","AD05","F","Publica",89.727
"A89583","AD05","M","Publica",89.146
"A89584","AD05","F","Privada",90.857
"A89588","AD05","F","Publica",89.1
"A89590","AD05","M","Publica",92.465
"A89591","AD05","M","Publica",89.363
"A89592","AD05","M","Publica",83.531
"A89593","AD05","F","Publica",88.081
"A89594","AD05","F","Privada",85.571
"A89595","AD05","M","Privada",84
"A89596","AD05","F","Privada",83.142
"A89597","AD05","F","Privada",82.714
"A89598","AD05","F","Privada",81.166
"A89599","AD05","F","Privada",81
"A89600","AD05","M","Privada",75.666
"A89603","AD05","M","Privada",94
"A89604","AD05","F","Publica",84.044
"A89605","AD05","F","Publica",82.636
"A89606","AD05","M","Publica",76.29
"A89607","AD05","M","Publica",89.622
"A89609","AD05","M","Publica",72.127
"A89610","AD05","M","Publica",71.404
"A89613","AD05","M","Privada",91.142
"A89614","AD05","M","Privada",88.476
"A89615","AD05","F","Privada",93.631
"A89616","AD05","M","Privada",80.157
"A89617","AD05","F","Privada",88.947
"A89618","AD05","M","Privada",82.222
"A89619","AD05","M","Privada",86.947
"A89621","AD05","F","Privada",83.944
"A89623","AD05","F","Privada",87.15
"A89624","AD05","F","Privada",94.105
"A89625","AD05","F","Privada",85.133
"A89626","AD05","M","Privada",82.214
"A89627","AD05","M","Publica",83.25
"A89628","AD05","M","Privada",76.45
"A89630","AD05","M","Publica",71.866
"A89631","AD05","M","Publica",82.037
"A89632","AD05","M","Privada",76.809
"A89635","AD05","M","Privada",78.909
"A89636","AD05","F","Publica",84.818
"A89638","AD05","M","Privada",87.55
"A89639","AD05","F","Privada",83.75
"A89640","AD05","F","Privada",87.6
"A89641","AD05","M","Publica",91.525
"A89642","AD05","M","Privada",83.052
"A89643","AD05","M","Privada",74.736
"A89646","AD05","F","Privada",90.526
"A89648","AD05","M","Publica",86.578
"A89649","AD05","M","Publica",77.912
"A89650","AD05","M","Privada",91.894
"A89652","AD05","M","Privada",83.21
"A89653","AD05","F","Publica",87.967
"A89654","AD05","F","Publica",83.895
"A89655","AD05","F","Publica",85.436
"A89656","AD05","M","Publica",80.078
"A89657","AD05","M","Privada",78.611
"A89659","AD05","M","Publica",76.693
"A89660","AD05","M","Publica",70.351
"A89663","AD05","M","Privada",80
"A89664","AD05","F","Publica",76.254
"A89665","AD05","M","Publica",87.5
"A89666","AD05","M","Publica",71.9
"A89667","AD05","M","Privada",68.4
"A89668","AD05","M","Privada",87.222
"A89669","AD05","F","Publica",88.873
"A89670","AD05","M","Privada",83.736
"A89672","AD05","F","Publica",82.555
"A89673","AD05","F","Publica",81.44
"A89675","AD05","F","Privada",87.736
"A89676","AD05","M","Privada",69.923
"A89679","AD05","M","Publica",76.775
"A89680","AD05","M","Publica",75.91
"A89682","AD05","M","Publica",84.348
"A89683","AD05","M","Privada",85.263
"A89684","AD05","M","Privada",86.9
"A89686","AD05","F","Publica",76.596
"A89687","AD05","M","Publica",78.75
"A89688","AD05","F","Publica",85.897
"A89689","AD05","M","Publica",78.88
"A89690","AD05","M","Privada",78.375
"A89691","AD05","F","Publica",72.555
"A89692","AD05","M","Publica",84.282
"A89693","AD05","M","Publica",84.859
"A89694","AD05","M","Publica",66
"A89695","AD05","F","Privada",81.764
"A89698","AD05","M","Publica",75.526
"A89699","AD05","M","Publica",76
"A89700","AD05","F","Publica",83.25
"A89702","AD05","F","Publica",86.69
"A89703","AD05","M","Publica",78.869
"A89704","AD05","M","Publica",75.805
"A89707","AD05","F","Privada",86.047
"A89708","AD05","M","Publica",82.045
"A89709","AD05","M","Publica",76.363
"A89710","AD05","M","Publica",89.511
"A89711","AD05","M","Privada",78.428
"A89712","AD05","F","Privada",90.428
"A89713","AD05","F","Privada",78.857
"A89715","AD05","F","Publica",80.369
"A89716","AD05","M","Publica",80.413
"A89718","AD05","M","Privada",91.142
"A89719","AD05","M","Privada",93.428
"A89721","AD05","M","Privada",81.142
"A89723","AD05","M","Privada",82.4
"A89728","AD05","M","Privada",87.142
"A89730","AD05","M","Publica",92.288
"A89735","AD05","M","Publica",80.121
"A89736","AD05","F","Privada",79.857
"A89738","AD05","F","Privada",90
"A89740","AD05","M","Publica",84.888
"A89743","AD05","M","Publica",81.157
"A89744","AD05","M","Privada",80.285
"A89745","AD05","F","Publica",77.119
"A89749","AD05","F","Privada",86
"A89752","AD05","F","Privada",80.5
"A89753","AD05","M","Publica",76.454
"A89754","AD05","M","Publica",88.276
"A89758","AD05","M","Publica",76.527
"A89760","AD05","F","Publica",96
"A89761","AD05","M","Publica",77.971
"A89762","AD05","M","Publica",65.743
"A89764","AD05","M","Publica",66.695
"A89765","AD05","M","Publica",87.952
"A89766","AD05","M","Publica",81.976
