idOrder,OrderDate,Segmanto,VentaTotal
50981,5/10/2011,Corporate,6551.58
17956,5/10/2012,Corporate,3405.11
35782,5/10/2013,Corporate,8342.53
36803,5/10/2014,Corporate,257.1
52197,5/10/2014,Corporate,480.73
11680,5/11/2011,Corporate,8799.5
25824,5/11/2011,Corporate,28880.39
26567,5/11/2011,Corporate,7944.88
42342,5/11/2011,Corporate,12641.55
9639,5/11/2012,Corporate,4164.26
36449,5/11/2012,Corporate,1075.43
27684,5/11/2013,Corporate,10.48
39555,5/11/2014,Corporate,1032.84
44583,5/12/2011,Corporate,311.52
50051,5/12/2011,Corporate,545.49
56099,5/12/2012,Corporate,214.98
1988,5/12/2013,Corporate,121.32
13156,5/12/2013,Corporate,479.76
32036,5/12/2013,Corporate,704.01
51333,5/12/2014,Corporate,2655.6
18247,6/1/2012,Corporate,151.8
26374,6/1/2012,Corporate,104.95
27335,6/1/2013,Corporate,61.18
4672,6/1/2014,Corporate,154
20032,6/1/2015,Corporate,139.84
39015,6/2/2012,Corporate,5271.02
41185,6/2/2012,Corporate,11.56
45959,6/2/2012,Corporate,1937.6
12452,6/2/2013,Corporate,2627.43
23264,6/2/2013,Corporate,181.44
30279,6/2/2014,Corporate,21705.97
43875,6/2/2014,Corporate,9917.53
21729,6/2/2015,Corporate,1228.92
9637,6/3/2011,Corporate,28802.58
11972,6/3/2011,Corporate,853.8
30016,6/3/2011,Corporate,967.12
802,6/3/2013,Corporate,418.08
6560,6/3/2013,Corporate,10569.66
33473,6/3/2013,Corporate,649
7107,6/3/2014,Corporate,2045.7
10630,6/4/2012,Corporate,2558.16
18055,6/4/2012,Corporate,14.94
27141,6/4/2012,Corporate,2149.28
32484,6/4/2013,Corporate,2708.82
50949,6/4/2013,Corporate,5865.3
7072,6/4/2014,Corporate,256.65
12934,6/5/2011,Corporate,528.66
53152,6/5/2011,Corporate,2910.27
42437,6/5/2014,Corporate,19648.89
13765,6/6/2011,Corporate,1644.75
22881,6/6/2012,Corporate,462.99
21856,6/6/2014,Corporate,255.07
38503,6/7/2011,Corporate,7013.64
4004,6/7/2012,Corporate,1589.28
13351,6/7/2012,Corporate,3599.8
14883,6/7/2013,Corporate,6908.77
58407,6/7/2013,Corporate,1608.92
53477,6/7/2014,Corporate,17086.1
13410,6/8/2012,Corporate,728.19
26695,6/8/2012,Corporate,358.62
25412,6/8/2013,Corporate,116.64
41571,6/8/2013,Corporate,846.3
37315,6/8/2014,Corporate,5639.73
24132,6/9/2011,Corporate,2114.13
45763,6/9/2012,Corporate,65.25
4870,6/10/2011,Corporate,17643.12
33090,6/10/2011,Corporate,981.76
16423,6/10/2014,Corporate,123.12
18849,6/10/2014,Corporate,1801.4
27299,6/10/2014,Corporate,817.54
11392,6/11/2011,Corporate,127.4
34311,6/11/2011,Corporate,351.28
36867,6/11/2011,Corporate,5846.28
49990,6/11/2011,Corporate,4863.54
5702,6/11/2012,Corporate,1999.8
50054,6/11/2012,Corporate,6364.39
14695,6/11/2014,Corporate,1943.2
23649,6/11/2014,Corporate,11171.28
34852,6/11/2014,Corporate,54.08
9923,6/12/2011,Corporate,5249.88
20518,6/12/2011,Corporate,11930.87
23046,6/12/2012,Corporate,295.35
33600,6/12/2012,Corporate,179.76
55235,6/12/2012,Corporate,2837.67
42919,6/12/2013,Corporate,1371.93
38336,6/12/2014,Corporate,434.57
55623,6/12/2014,Corporate,10694.85
5506,7/1/2013,Corporate,129.36
20193,7/1/2013,Corporate,80.96
36387,7/1/2014,Corporate,668.48
10951,7/1/2015,Corporate,713.72
15937,7/1/2015,Corporate,520.7
50370,7/1/2015,Corporate,106
36992,7/2/2012,Corporate,441.32
20674,7/2/2013,Corporate,18535.89
27396,7/2/2013,Corporate,136.78
22752,7/2/2015,Corporate,221.96
8710,7/3/2011,Corporate,212.94
4800,7/3/2014,Corporate,196.48
10432,7/3/2014,Corporate,2339.87
16036,7/3/2014,Corporate,4574.12
52516,7/3/2014,Corporate,6193.87
25120,7/4/2011,Corporate,452.82
44387,7/4/2011,Corporate,1661.3
14503,7/4/2013,Corporate,427.84
29028,7/4/2013,Corporate,17241.71
40098,7/4/2014,Corporate,1013
9568,7/5/2012,Corporate,3529.12
13121,7/5/2012,Corporate,6883
19329,7/5/2012,Corporate,570.46
43329,7/5/2012,Corporate,2519.16
14021,7/5/2013,Corporate,21.84
16100,7/5/2013,Corporate,212.08
49026,7/5/2013,Corporate,419.76
13991,7/5/2014,Corporate,2506.68
15044,7/5/2014,Corporate,1679.58
5921,7/6/2011,Corporate,362.61
26786,7/6/2012,Corporate,318.42
22375,7/6/2013,Corporate,815.71
33700,7/6/2013,Corporate,233.28
29411,7/6/2014,Corporate,16897.9
32743,7/7/2012,Corporate,3381.62
39265,7/7/2012,Corporate,201.16
53572,7/7/2012,Corporate,188.53
58150,7/7/2012,Corporate,51.84
24679,7/7/2013,Corporate,33.39
31876,7/7/2013,Corporate,767.92
43686,7/7/2013,Corporate,1329.6
27265,7/7/2014,Corporate,20973.65
58851,7/8/2012,Corporate,1998.88
18144,7/8/2013,Corporate,2727.27
46885,7/8/2013,Corporate,2746.4
20513,7/9/2011,Corporate,36.92
42855,7/9/2013,Corporate,135.66
30436,7/9/2014,Corporate,116.7
32835,7/9/2014,Corporate,689.85
25638,7/10/2011,Corporate,272.31
6374,7/10/2013,Corporate,903.67
7110,7/10/2013,Corporate,6076.4
21378,7/10/2013,Corporate,2669.85
28454,7/10/2014,Corporate,162
48167,7/11/2011,Corporate,15015.32
48775,7/11/2011,Corporate,110.16
11014,7/11/2012,Corporate,450.06
27876,7/11/2012,Corporate,747.56
29894,7/11/2012,Corporate,911.03
19621,7/11/2013,Corporate,182.5
50566,7/11/2013,Corporate,416.16
1991,7/11/2014,Corporate,18497.72
46881,7/12/2011,Corporate,160.58
57511,7/12/2011,Corporate,708.37
22181,7/12/2013,Corporate,249.28
59108,7/12/2013,Corporate,4982.49
4067,7/12/2014,Corporate,113.6
33444,7/12/2014,Corporate,148.36
52930,8/1/2014,Corporate,3948.62
29927,8/1/2015,Corporate,246.05
31681,8/1/2015,Corporate,200.64
37700,8/2/2012,Corporate,3320.73
47617,8/2/2012,Corporate,5184.83
6948,8/2/2013,Corporate,1109.7
25601,8/3/2011,Corporate,257.14
35845,8/3/2013,Corporate,5641.95
35200,8/4/2011,Corporate,149.7
33703,8/4/2012,Corporate,1036.26
30497,8/4/2013,Corporate,898.7
43110,8/4/2013,Corporate,3514.93
57633,8/4/2013,Corporate,371.16
2755,8/4/2014,Corporate,1072.5
24448,8/4/2014,Corporate,10900.62
3908,8/5/2012,Corporate,927.92
14406,8/5/2012,Corporate,9015.51
59686,8/5/2013,Corporate,237.8
52645,8/5/2014,Corporate,774.05
55651,8/5/2014,Corporate,2106.23
8994,8/6/2011,Corporate,1457.28
10277,8/6/2011,Corporate,2375.64
43364,8/6/2014,Corporate,503.79
45635,8/6/2014,Corporate,2199
1665,8/7/2011,Corporate,935.74
38756,8/7/2011,Corporate,2837.57
14242,8/7/2013,Corporate,1075.55
16128,8/7/2013,Corporate,2941.24
130,8/7/2014,Corporate,1226.4
17862,8/7/2014,Corporate,86.07
6434,8/8/2011,Corporate,61.88
7430,8/8/2012,Corporate,783.5
5221,8/8/2013,Corporate,1367.04
59750,8/9/2012,Corporate,220.32
48577,8/9/2014,Corporate,185.88
53410,8/10/2011,Corporate,651.64
19811,8/10/2013,Corporate,419.93
23427,8/10/2013,Corporate,3111.86
15296,8/10/2014,Corporate,6138.9
44323,8/10/2014,Corporate,21896.46
45670,8/10/2014,Corporate,12.96
51365,8/10/2014,Corporate,4563.3
10052,8/11/2011,Corporate,809.04
6054,8/11/2013,Corporate,675.54
27266,8/11/2013,Corporate,1042.11
58593,8/11/2013,Corporate,2050.59
27174,8/12/2013,Corporate,611.83
8677,8/12/2014,Corporate,1655.66
45825,8/12/2014,Corporate,278.64
58181,8/12/2014,Corporate,29.9
37793,9/1/2012,Corporate,222.4
46151,9/1/2012,Corporate,197.8
7363,9/1/2013,Corporate,910.32
15078,9/1/2013,Corporate,190.74
39682,9/1/2013,Corporate,2385.64
41633,9/1/2013,Corporate,3566.71
20292,9/1/2015,Corporate,560.27
57056,9/1/2015,Corporate,2055.81
51233,9/2/2012,Corporate,22.77
57510,9/2/2014,Corporate,40.08
3680,9/2/2015,Corporate,266.16
21344,9/2/2015,Corporate,2701.88
32449,9/2/2015,Corporate,14218
41094,9/3/2011,Corporate,420.12
12708,9/3/2012,Corporate,144.32
54115,9/3/2014,Corporate,299.1
41543,9/4/2011,Corporate,8827.86
7175,9/4/2012,Corporate,709.8
36292,9/4/2012,Corporate,949.66
45542,9/4/2012,Corporate,5262.28
1637,9/4/2013,Corporate,3733.24
31046,9/4/2013,Corporate,4900.98
34881,9/4/2013,Corporate,184.26
8224,9/4/2014,Corporate,90.61
11683,9/4/2014,Corporate,1847.72
27909,9/4/2014,Corporate,114.18
21735,9/5/2012,Corporate,2413.4
31682,9/5/2012,Corporate,3222.24
1539,9/5/2013,Corporate,713.49
51620,9/5/2014,Corporate,161.76
12768,9/6/2011,Corporate,1461.32
36838,9/6/2011,Corporate,18.9
11648,9/6/2013,Corporate,587.83
54370,9/6/2014,Corporate,4899.51
7364,9/7/2011,Corporate,254.7
30759,9/7/2011,Corporate,58.68
55525,9/7/2011,Corporate,300.97
8288,9/7/2013,Corporate,1315.16
13730,9/7/2013,Corporate,3804.84
21510,9/7/2014,Corporate,355.84
52673,9/7/2014,Corporate,2484.58
6309,9/8/2012,Corporate,28.8
51395,9/8/2012,Corporate,124.68
11074,9/8/2013,Corporate,9182.84
47462,9/8/2013,Corporate,394.13
35012,9/8/2014,Corporate,2275.59
55431,9/8/2014,Corporate,3826.29
28933,9/9/2011,Corporate,156.82
37696,9/9/2011,Corporate,183.05
48839,9/9/2012,Corporate,98.31
483,9/9/2013,Corporate,5879.7
12481,9/9/2013,Corporate,1204.81
49126,9/9/2013,Corporate,5312.34
28165,9/9/2014,Corporate,21.82
52706,9/9/2014,Corporate,970.02
58368,9/9/2014,Corporate,585.94
47941,9/10/2011,Corporate,1439.85
4932,9/10/2012,Corporate,113.41
44224,9/10/2012,Corporate,207.36
45570,9/10/2012,Corporate,68.02
24583,9/10/2013,Corporate,36.72
13543,9/10/2014,Corporate,19.42
37926,9/11/2011,Corporate,358.05
34151,9/11/2013,Corporate,5355.74
18661,9/11/2014,Corporate,4307.11
21541,9/12/2011,Corporate,3052.14
35136,9/12/2011,Corporate,67.62
44450,9/12/2012,Corporate,1828.48
48452,9/12/2012,Corporate,4150.18
33731,9/12/2014,Corporate,7944.5
34788,10/1/2012,Corporate,23.92
6432,10/1/2014,Corporate,326.7
28870,10/1/2014,Corporate,5166.11
21827,10/1/2015,Corporate,2977.58
39364,10/1/2015,Corporate,21739.52
6053,10/2/2013,Corporate,15.2
26464,10/2/2014,Corporate,1597.73
40870,10/2/2014,Corporate,13080.31
35011,10/2/2015,Corporate,153.72
53984,10/2/2015,Corporate,158.24
40704,10/3/2011,Corporate,10.56
13447,10/3/2012,Corporate,503.76
37668,10/3/2012,Corporate,461.67
58340,10/3/2013,Corporate,1835.28
5409,10/3/2014,Corporate,43.78
42886,10/3/2014,Corporate,157.5
54307,10/3/2014,Corporate,4358.38
44002,10/4/2011,Corporate,555.08
46981,10/4/2011,Corporate,1405.76
30625,10/4/2012,Corporate,2990.57
57922,10/4/2013,Corporate,342
27557,10/4/2014,Corporate,51.84
43906,10/4/2014,Corporate,3699
52870,10/5/2011,Corporate,68.25
59776,10/5/2011,Corporate,13499.41
59879,10/5/2011,Corporate,1187.67
4737,10/5/2012,Corporate,288.12
52098,10/5/2012,Corporate,742.14
47714,10/5/2013,Corporate,3225.11
58086,10/5/2013,Corporate,1884.69
11174,10/6/2011,Corporate,3779.7
27491,10/6/2011,Corporate,1416.98
5472,10/6/2012,Corporate,1963.2
40164,10/6/2012,Corporate,183.84
45158,10/6/2012,Corporate,443.9
53349,10/6/2012,Corporate,11223.08
13569,10/6/2013,Corporate,578.82
18182,10/6/2013,Corporate,7396.53
16193,10/6/2014,Corporate,1901.79
48293,10/6/2014,Corporate,359.08
53574,10/6/2014,Corporate,647.84
42631,10/7/2011,Corporate,2236.92
16326,10/7/2012,Corporate,1684.41
30657,10/7/2013,Corporate,437.24
13282,10/7/2014,Corporate,782.16
57058,10/7/2014,Corporate,1148.91
31618,10/9/2013,Corporate,399.42
45767,10/9/2014,Corporate,828.59
3136,10/10/2011,Corporate,247.84
48388,10/10/2011,Corporate,17.22
10435,10/10/2012,Corporate,1409.98
39683,10/10/2013,Corporate,9716.81
9347,10/10/2014,Corporate,122.45
42436,10/10/2014,Corporate,12029.1
45440,10/10/2014,Corporate,679.95
49442,10/10/2014,Corporate,126.5
55648,10/11/2011,Corporate,14.4
9796,10/11/2012,Corporate,1188.13
18213,10/11/2012,Corporate,1188.71
36800,10/11/2012,Corporate,43.56
52448,10/11/2012,Corporate,7061.56
2436,10/11/2013,Corporate,319.76
54084,10/11/2013,Corporate,152.94
11874,10/11/2014,Corporate,830.02
32804,10/11/2014,Corporate,263.35
2791,10/12/2011,Corporate,6668.49
18308,10/12/2011,Corporate,6748.46
47460,10/12/2012,Corporate,34.08
2532,10/12/2013,Corporate,788.85
7075,10/12/2013,Corporate,311.28
9127,10/12/2013,Corporate,1956.36
28929,10/12/2014,Corporate,1020.84
37025,11/1/2012,Corporate,646.76
9091,11/1/2013,Corporate,1965.4
4864,11/1/2015,Corporate,5055.68
55777,11/1/2015,Corporate,376.49
57699,11/1/2015,Corporate,4162.94
2818,11/2/2012,Corporate,1241.9
39076,11/2/2012,Corporate,216.48
12160,11/2/2013,Corporate,10071.88
30149,11/2/2013,Corporate,875.84
38210,11/2/2013,Corporate,49.8
45668,11/2/2013,Corporate,655.52
6339,11/2/2015,Corporate,299.6
23555,11/2/2015,Corporate,436.96
24576,11/2/2015,Corporate,754.51
49190,11/2/2015,Corporate,27.52
7203,11/3/2011,Corporate,22424.75
32932,11/3/2012,Corporate,29399.51
1445,11/3/2013,Corporate,1622.04
14693,11/3/2013,Corporate,1049.96
43814,11/3/2013,Corporate,408.6
59942,11/4/2011,Corporate,751.06
12867,11/5/2013,Corporate,119.88
24707,11/5/2014,Corporate,1922.16
53156,11/5/2014,Corporate,194.11
43269,11/6/2011,Corporate,4766.08
51047,11/6/2011,Corporate,1625.14
7078,11/6/2012,Corporate,2541.19
29121,11/6/2012,Corporate,3905.69
55203,11/6/2012,Corporate,1187.82
5251,11/6/2013,Corporate,4407.62
45025,11/6/2013,Corporate,74.88
27939,11/6/2014,Corporate,53.44
58913,11/7/2012,Corporate,149.04
5121,11/7/2014,Corporate,2519.55
43493,11/7/2014,Corporate,2283.91
38851,11/8/2014,Corporate,3.74
39938,11/8/2014,Corporate,172.9
39232,11/9/2013,Corporate,1832.32
57760,11/9/2013,Corporate,389.74
14016,11/9/2014,Corporate,1120.41
29985,11/9/2014,Corporate,191.2
54949,11/10/2011,Corporate,354.22
13861,11/10/2012,Corporate,33.88
6304,11/10/2013,Corporate,194.4
6754,11/10/2013,Corporate,2677.87
54051,11/10/2013,Corporate,3358.18
35299,11/10/2014,Corporate,4099.59
3746,11/11/2011,Corporate,1851.1
27169,11/11/2013,Corporate,104.64
7552,11/11/2014,Corporate,1959.07
11362,11/11/2014,Corporate,12684.88
58278,11/11/2014,Corporate,4015.47
16610,11/12/2011,Corporate,682.86
22469,11/12/2012,Corporate,8507.62
47972,11/12/2012,Corporate,7599.2
55366,11/12/2014,Corporate,391.58
10562,12/1/2012,Corporate,959.9
21922,12/1/2012,Corporate,8784.85
8992,12/1/2013,Corporate,4714.11
57700,12/1/2014,Corporate,1823.24
31552,12/1/2015,Corporate,1095.44
21091,12/2/2012,Corporate,284.16
28037,12/2/2012,Corporate,207.08
35364,12/2/2012,Corporate,28239.94
36999,12/2/2012,Corporate,15747.69
52391,12/2/2012,Corporate,1863.75
13125,12/2/2013,Corporate,921.9
46849,12/2/2013,Corporate,191.59
59714,12/2/2013,Corporate,9085.7
2595,12/2/2014,Corporate,11662.54
59781,12/2/2015,Corporate,31211.76
8576,12/3/2011,Corporate,501.38
47138,12/3/2011,Corporate,125.99
58343,12/3/2011,Corporate,128.31
1280,12/3/2012,Corporate,838.8
23782,12/3/2012,Corporate,23187.46
24740,12/3/2012,Corporate,1129.33
32901,12/3/2013,Corporate,48.75
35266,12/3/2013,Corporate,6352.76
40420,12/3/2013,Corporate,1112.86
41254,12/3/2013,Corporate,1828.01
18275,12/3/2014,Corporate,335
44033,12/3/2014,Corporate,5602.05
40128,12/4/2011,Corporate,10362.14
6311,12/4/2012,Corporate,1547.82
15014,12/4/2012,Corporate,581.4
49892,12/4/2013,Corporate,116.48
51461,12/4/2013,Corporate,859.57
10917,12/4/2014,Corporate,1623.86
30599,12/4/2014,Corporate,109.48
35492,12/4/2014,Corporate,455.04
50784,12/4/2014,Corporate,659.6
2373,12/5/2011,Corporate,309.6
18432,12/5/2013,Corporate,2132.31
20134,12/5/2013,Corporate,849.78
2912,12/5/2014,Corporate,18354.8
46631,12/5/2014,Corporate,890.76
56677,12/6/2011,Corporate,427.7
11456,12/6/2012,Corporate,1580.1
45409,12/6/2012,Corporate,4613.08
19044,12/6/2014,Corporate,5112.95
56453,12/6/2014,Corporate,2550.14
57767,12/6/2014,Corporate,3773.66
28995,12/7/2012,Corporate,958.14
43397,12/7/2013,Corporate,2131.15
48486,12/7/2013,Corporate,272.16
14851,12/7/2014,Corporate,5315.68
31393,12/7/2014,Corporate,193.84
5155,12/8/2011,Corporate,559.72
26466,12/8/2011,Corporate,1043.71
43460,12/8/2014,Corporate,16.08
19457,12/9/2011,Corporate,7011.87
26372,12/9/2011,Corporate,29.89
50758,12/9/2014,Corporate,113.56
20389,12/10/2011,Corporate,8522.26
42563,12/10/2012,Corporate,29.68
59074,12/10/2012,Corporate,554.26
27553,12/10/2013,Corporate,20686.88
47846,12/10/2014,Corporate,8374.06
10629,12/11/2011,Corporate,417.15
12099,12/11/2011,Corporate,307.41
44487,12/11/2011,Corporate,585.3
44836,12/11/2011,Corporate,125.58
56901,12/11/2011,Corporate,93.6
26276,12/11/2012,Corporate,22590.39
52102,12/11/2012,Corporate,95.76
9671,12/11/2013,Corporate,11.28
59171,12/11/2013,Corporate,112.32
41766,12/11/2014,Corporate,5251.58
26146,12/12/2011,Corporate,1931.79
46756,12/12/2011,Corporate,21.84
48420,12/12/2011,Corporate,884.58
7559,12/12/2012,Corporate,857.37
37410,12/12/2012,Corporate,18043.65
40259,12/12/2012,Corporate,19.92
9473,12/12/2014,Corporate,1066.27
19430,13/01/2013,Corporate,6523.53
47873,13/01/2013,Corporate,47.12
56135,13/01/2013,Corporate,1214.72
16260,13/01/2014,Corporate,18846.06
15808,13/02/2013,Corporate,2024.13
36805,13/02/2013,Corporate,2087.33
12199,13/02/2014,Corporate,7766.08
13089,13/02/2014,Corporate,3909.32
14596,13/03/2011,Corporate,262.48
20037,13/03/2011,Corporate,15605.66
28999,13/03/2011,Corporate,1155.32
31553,13/03/2011,Corporate,5213.76
44391,13/03/2011,Corporate,103.68
12773,13/03/2013,Corporate,270.78
22663,13/03/2014,Corporate,17349
47879,13/03/2014,Corporate,173.09
31078,13/04/2011,Corporate,97.93
41604,13/04/2011,Corporate,140.14
44325,13/04/2011,Corporate,892.32
3078,13/04/2012,Corporate,326.29
6850,13/04/2012,Corporate,8028.08
8007,13/04/2014,Corporate,4529.6
13157,13/04/2014,Corporate,41.98
17093,13/04/2014,Corporate,4799
56514,13/04/2014,Corporate,267.24
7938,13/05/2012,Corporate,2651
29957,13/05/2012,Corporate,4176.68
47554,13/05/2012,Corporate,815.55
1767,13/05/2013,Corporate,47.1
34727,13/05/2013,Corporate,160.8
44612,13/05/2013,Corporate,515.94
23584,13/05/2014,Corporate,2813.58
44099,13/05/2014,Corporate,12592.22
15780,13/06/2013,Corporate,71.82
18373,13/06/2014,Corporate,7261.8
52225,13/06/2014,Corporate,1935.88
56418,13/06/2014,Corporate,1633.72
1314,13/07/2011,Corporate,37.08
27460,13/07/2011,Corporate,1083.06
40327,13/07/2013,Corporate,309.06
10688,13/07/2014,Corporate,580.58
50403,13/07/2014,Corporate,423.36
53024,13/07/2014,Corporate,2758.06
8999,13/08/2011,Corporate,1553.44
25347,13/08/2011,Corporate,992.32
29988,13/08/2011,Corporate,5399.88
35588,13/08/2012,Corporate,1860.48
29249,13/08/2013,Corporate,3612.85
6535,13/08/2014,Corporate,309.65
17507,13/08/2014,Corporate,6354.46
26274,13/08/2014,Corporate,373.51
23778,13/09/2011,Corporate,58.24
2438,13/09/2012,Corporate,1117.37
30947,13/09/2012,Corporate,1041.93
37920,13/09/2012,Corporate,406.08
39235,13/09/2012,Corporate,736.44
10338,13/09/2013,Corporate,1129.74
23907,13/09/2013,Corporate,461.93
53378,13/09/2014,Corporate,19034.25
5894,13/10/2011,Corporate,648.14
55330,13/10/2011,Corporate,616.42
5061,13/10/2012,Corporate,11.52
33537,13/10/2012,Corporate,234.67
35878,13/10/2012,Corporate,612.89
9763,13/10/2013,Corporate,181.72
49220,13/10/2013,Corporate,437.06
20002,13/10/2014,Corporate,42.93
27078,13/10/2014,Corporate,142.56
29347,13/10/2014,Corporate,2049.5
58883,13/10/2014,Corporate,148.68
9888,13/11/2011,Corporate,9887.52
40928,13/11/2011,Corporate,343.96
30659,13/11/2013,Corporate,3869.55
40871,13/11/2013,Corporate,2280.84
4578,13/11/2014,Corporate,1306.08
27302,13/11/2014,Corporate,367.37
47622,13/11/2014,Corporate,8368.1
40708,13/12/2011,Corporate,100.2
27872,13/12/2013,Corporate,356.75
36390,13/12/2014,Corporate,377.97
2048,14/01/2013,Corporate,4084.17
3235,14/01/2014,Corporate,146.01
5765,14/02/2012,Corporate,815.12
38400,14/02/2012,Corporate,109.84
19655,14/03/2011,Corporate,1216.44
7783,14/03/2014,Corporate,26.55
21382,14/03/2014,Corporate,6784.93
47493,14/04/2011,Corporate,9755.28
10080,14/04/2012,Corporate,614.6
57159,14/04/2012,Corporate,5196.24
4199,14/04/2014,Corporate,610.6
38661,14/04/2014,Corporate,526.98
23398,14/05/2011,Corporate,123.12
24548,14/05/2013,Corporate,254.72
35173,14/05/2014,Corporate,8626.29
9635,14/06/2011,Corporate,1.88
44422,14/06/2014,Corporate,554.62
4647,14/07/2011,Corporate,3530.26
36358,14/07/2011,Corporate,1686.44
34337,14/07/2012,Corporate,3572.28
51073,14/07/2012,Corporate,3844.23
965,14/07/2013,Corporate,11801.16
17698,14/07/2014,Corporate,3955.41
36644,14/07/2014,Corporate,2399.76
39430,14/08/2011,Corporate,898.42
58339,14/08/2011,Corporate,1624.7
33894,14/08/2012,Corporate,831.76
44614,14/08/2012,Corporate,750.33
53703,14/08/2012,Corporate,1971.9
35875,14/08/2013,Corporate,340.38
44292,14/08/2013,Corporate,5.18
48868,14/08/2014,Corporate,16289.26
26368,14/09/2012,Corporate,2149.75
32,14/09/2013,Corporate,4807.81
740,14/09/2013,Corporate,29.88
2467,14/09/2013,Corporate,4363.5
52325,14/09/2014,Corporate,5151.54
53223,14/09/2014,Corporate,8.48
18049,14/10/2011,Corporate,59.8
17381,14/10/2012,Corporate,105
10948,14/10/2014,Corporate,194.5
4772,14/11/2011,Corporate,1847.72
10528,14/11/2011,Corporate,831.9
46721,14/11/2011,Corporate,2239.77
28033,14/11/2012,Corporate,11028.68
31040,14/11/2012,Corporate,1484.6
41059,14/11/2012,Corporate,32081.86
27271,14/11/2013,Corporate,271.52
4996,14/11/2014,Corporate,4285.8
36901,14/11/2014,Corporate,200.4
8835,14/12/2011,Corporate,146.4
17024,14/12/2011,Corporate,1332.38
53766,14/12/2011,Corporate,3211.56
5989,14/12/2013,Corporate,214.26
38272,15/01/2014,Corporate,73.32
49575,15/02/2013,Corporate,513.6
32803,15/02/2014,Corporate,482.72
51201,15/02/2014,Corporate,309.96
7427,15/02/2015,Corporate,17243.21
16935,15/02/2015,Corporate,137.28
48353,15/02/2015,Corporate,69.3
20549,15/03/2011,Corporate,1110
37862,15/03/2011,Corporate,1619.46
55815,15/03/2013,Corporate,2948.12
6501,15/03/2014,Corporate,6022.34
22914,15/03/2014,Corporate,351
52068,15/03/2014,Corporate,26147.84
10245,15/04/2013,Corporate,5313.45
47015,15/04/2013,Corporate,5450.15
49763,15/04/2013,Corporate,2134.7
7776,15/05/2011,Corporate,8311.02
28647,15/05/2011,Corporate,5856.94
43877,15/05/2012,Corporate,608.76
24070,15/05/2013,Corporate,867.03
37121,15/05/2013,Corporate,9530.4
57479,15/05/2013,Corporate,138.75
2022,15/05/2014,Corporate,177.75
27490,15/05/2014,Corporate,571.32
47524,15/06/2012,Corporate,544.16
54336,15/06/2012,Corporate,942
21444,15/06/2013,Corporate,35.7
8609,15/06/2014,Corporate,83.96
38310,15/06/2014,Corporate,13.92
43043,15/06/2014,Corporate,900.16
10659,15/07/2011,Corporate,211.2
30852,15/07/2011,Corporate,3359.65
43553,15/07/2011,Corporate,144.42
50087,15/07/2012,Corporate,55.93
837,15/08/2011,Corporate,64.24
23011,15/08/2012,Corporate,10.01
47750,15/08/2012,Corporate,1365.17
49762,15/08/2013,Corporate,102.9
43045,15/08/2014,Corporate,5329.75
13380,15/09/2011,Corporate,69.12
31043,15/09/2011,Corporate,1006.69
32199,15/09/2011,Corporate,3743.11
31842,15/09/2012,Corporate,157.32
26243,15/09/2013,Corporate,76.44
16103,15/09/2014,Corporate,637.36
42343,15/10/2011,Corporate,4535.77
6625,15/10/2012,Corporate,20262.54
19686,15/10/2012,Corporate,178.41
38176,15/10/2012,Corporate,643.2
54659,15/10/2013,Corporate,253.84
42596,15/10/2014,Corporate,50.22
18273,15/11/2013,Corporate,899.82
26439,15/11/2013,Corporate,2853.37
27589,15/11/2013,Corporate,1299.03
32580,15/11/2013,Corporate,416.44
44805,15/11/2014,Corporate,1677.6
51140,15/11/2014,Corporate,1165.96
50307,15/12/2012,Corporate,2300.6
12419,15/12/2013,Corporate,23256.24
25473,15/12/2014,Corporate,18855.08
56069,15/12/2014,Corporate,56.8
13091,16/01/2012,Corporate,871.02
10499,16/01/2013,Corporate,7601.19
6982,16/01/2014,Corporate,2587.44
14662,16/01/2014,Corporate,6326.88
41413,16/01/2014,Corporate,12233.49
13346,16/01/2015,Corporate,285.12
3110,16/02/2012,Corporate,1559.87
19300,16/02/2012,Corporate,76.4
2659,16/02/2013,Corporate,948.5
24966,16/02/2014,Corporate,4091.22
50854,16/02/2014,Corporate,6607.38
51463,16/02/2014,Corporate,481.85
33570,16/02/2015,Corporate,5678.82
13602,16/03/2011,Corporate,1060.87
19524,16/03/2012,Corporate,92.07
20961,16/03/2012,Corporate,6799.66
28289,16/03/2012,Corporate,154.38
37250,16/03/2012,Corporate,467.22
21379,16/03/2013,Corporate,5281.15
57506,16/04/2011,Corporate,349.44
47778,16/04/2012,Corporate,164.76
22849,16/04/2013,Corporate,5748.63
1537,16/04/2014,Corporate,10.8
1952,16/05/2011,Corporate,7108.32
28480,16/05/2011,Corporate,29.92
2084,16/05/2012,Corporate,655.84
3266,16/05/2013,Corporate,15.2
11968,16/05/2013,Corporate,104.78
19207,16/05/2014,Corporate,84.7
45248,16/06/2013,Corporate,6421.78
47367,16/06/2013,Corporate,48.74
1344,16/06/2014,Corporate,3797.67
1826,16/06/2014,Corporate,24.9
44071,16/06/2014,Corporate,1433.61
54183,16/06/2014,Corporate,2760.62
10048,16/07/2011,Corporate,3480.36
18496,16/07/2011,Corporate,2118.11
6438,16/07/2012,Corporate,295.63
40006,16/08/2011,Corporate,289.52
12039,16/08/2012,Corporate,2677.87
54407,16/08/2012,Corporate,10103.52
3554,16/08/2013,Corporate,307
