"","PeriodoAcad","IdAlumno","PrepaPrivada","Genero","PromedioAcum"
"1592",200513,"A21588",0,"M",77.637
"1593",200513,"A21591",0,"F",81.204
"1594",200513,"A21592",1,"M",83.045
"1595",200513,"A21593",1,"F",77.955
"1596",200513,"A21602",1,"M",86.862
"1597",200513,"A21611",1,"F",83.415
"1599",200513,"A21614",1,"M",79.15
"1600",200513,"A21616",1,"F",91.4
"1601",200513,"A21618",1,"M",84.714
"1602",200513,"A21619",1,"M",86.314
"1603",200513,"A21622",1,"F",91.964
"1605",200513,"A21626",1,"M",78.22
"1606",200513,"A21629",1,"M",86.977
"1607",200513,"A21630",0,"M",78.111
"1608",200513,"A21632",1,"M",76.098
"1609",200513,"A21634",1,"F",84.779
"1610",200513,"A21639",1,"M",74
"1611",200513,"A21650",0,"M",81.206
"1612",200513,"A21652",1,"M",80.371
"1613",200513,"A21654",1,"M",75.391
"1614",200513,"A21655",1,"M",78.547
"1615",200513,"A21656",1,"M",79.577
"1616",200513,"A21659",1,"M",82
"1617",200513,"A21660",0,"M",83.914
"1618",200513,"A21662",1,"F",90.826
"1619",200513,"A21664",1,"M",80.816
"1620",200513,"A21665",1,"M",76.093
"1621",200513,"A21666",1,"M",88.937
"1622",200513,"A21667",1,"F",86.315
"1623",200513,"A21668",1,"M",87.222
"1624",200513,"A21670",1,"F",93.047
"1625",200513,"A21671",0,"F",85.028
"1626",200513,"A21672",1,"M",72.294
"1627",200513,"A21684",0,"M",71.081
"1628",200513,"A21685",1,"F",82.291
"1629",200513,"A21686",0,"F",95.41
"1630",200513,"A21687",0,"M",83.339
"1631",200513,"A21688",0,"M",77.625
"1632",200513,"A21690",1,"M",82.2
"1634",200513,"A21694",0,"M",70.716
"1635",200513,"A21695",0,"F",79.4
"1636",200513,"A21697",0,"M",68.295
"1637",200513,"A21698",1,"M",83.046
"1638",200513,"A21700",0,"M",79.46
"1639",200513,"A21701",1,"M",76.076
"1640",200513,"A21702",0,"M",84.103
"1641",200513,"A21705",0,"F",75.762
"1642",200513,"A21708",0,"M",72.6
"1643",200513,"A21710",1,"M",83.222
"1644",200513,"A21712",1,"M",70.862
"1645",200513,"A21714",1,"M",93.2
"1646",200513,"A21715",1,"F",86.8
"1647",200513,"A21716",1,"M",70.357
"1648",200513,"A21717",1,"M",85.187
"1649",200513,"A21723",1,"M",85.4
"1650",200513,"A21726",1,"M",85.718
"1651",200513,"A21727",0,"F",93.314
"1652",200513,"A21729",0,"F",84.5
"1653",200513,"A21730",1,"F",87.684
"1655",200513,"A21732",1,"F",91.666
"1656",200513,"A21735",1,"F",79.714
"1657",200513,"A21738",1,"M",94.935
"1658",200513,"A21739",0,"M",84.791
"1659",200513,"A21741",1,"F",79.031
"1660",200513,"A21742",1,"M",87.95
"1661",200513,"A21743",0,"M",81.185
"1662",200513,"A21744",1,"F",97.166
"1663",200513,"A21745",1,"F",89.843
"1664",200513,"A21747",1,"M",88.25
"1665",200513,"A21751",0,"M",79.666
"1666",200513,"A21752",1,"F",88.428
"1667",200513,"A21754",0,"F",80.073
"1669",200513,"A21761",0,"F",84.017
"1670",200513,"A21762",0,"M",80.216
"1671",200513,"A21763",1,"M",84
"1672",200513,"A21765",0,"M",85.21
"1673",200513,"A21766",0,"M",84.901
"1674",200513,"A21768",0,"M",73.675
"1675",200513,"A21773",0,"M",88.666
"1676",200513,"A21774",0,"M",92.377
"1677",200513,"A21776",0,"M",74.155
"1678",200513,"A21777",0,"M",77.32
"1679",200513,"A21778",0,"F",81.267
"1680",200513,"A21779",0,"M",89.783
"1681",200513,"A21780",0,"M",83.466
"1682",200513,"A21781",1,"F",89.722
"1684",200513,"A21784",1,"M",94.894
"1685",200513,"A21785",1,"F",87.277
"1686",200513,"A21786",1,"M",78.3
"1687",200513,"A21787",1,"M",89.555
"1688",200513,"A21788",1,"M",84.578
"1689",200513,"A21789",0,"F",92.054
"1690",200513,"A21790",1,"M",86.625
"1691",200513,"A21793",0,"M",80
"1692",200513,"A21794",0,"F",84.416
"1693",200513,"A21795",0,"M",78.431
"1694",200513,"A21796",0,"F",78.82
"1695",200513,"A21797",0,"M",85.235
"1696",200513,"A21798",1,"F",85.631
"1697",200513,"A21799",1,"M",83.066
"1698",200513,"A21800",1,"F",88.6
"1699",200513,"A21801",1,"F",80
"1700",200513,"A21802",0,"F",82.384
"1701",200513,"A21803",0,"M",84.415
"1702",200513,"A21805",0,"M",76.036
"1703",200513,"A21806",0,"M",73.169
"1704",200513,"A21807",1,"F",96.714
"1705",200513,"A21808",0,"M",90.232
"1706",200513,"A21809",0,"M",89.634
"1707",200513,"A21810",0,"F",72.052
"1708",200513,"A21812",0,"M",77.591
"1709",200513,"A21813",1,"F",91.45
"1710",200513,"A21814",0,"F",88.561
"1711",200513,"A21816",0,"M",92.785
"1712",200513,"A21817",1,"M",86.7
"1713",200513,"A21819",0,"F",72.7
"1714",200513,"A21820",1,"F",82.263
"1715",200513,"A21821",1,"M",84.533
"1716",200513,"A21822",0,"M",87.857
"1717",200513,"A21824",1,"M",87.157
"1718",200513,"A21825",0,"M",91.636
"1719",200513,"A21826",0,"F",76.522
"1720",200513,"A21827",0,"F",79.111
"1721",200513,"A21828",0,"F",85.261
"1723",200513,"A21830",1,"F",90.571
"1725",200513,"A21834",0,"F",88.04
"1726",200513,"A21838",0,"M",77.657
"1727",200513,"A21839",0,"M",80.378
"1728",200513,"A21840",0,"F",91.282
"1729",200513,"A21841",0,"F",91.238
"1730",200513,"A21842",0,"F",81.39
"1731",200513,"A21843",0,"F",91.309
"1732",200513,"A21844",0,"F",84.615
"1733",200513,"A21846",0,"M",85.392
"1734",200513,"A21848",1,"M",88.714
"1735",200513,"A21850",1,"F",79
"1736",200513,"A21851",1,"M",92.166
"1737",200513,"A21852",0,"M",84.5
"1738",200513,"A21853",1,"M",60.666
"1739",200513,"A21854",1,"F",94
"1740",200513,"A21856",1,"M",88.142
"1741",200513,"A21857",1,"M",63.666
"1742",200513,"A21858",0,"F",91
"1743",200513,"A21860",0,"F",92.25
"1744",200513,"A21862",0,"F",83.292
"1745",200513,"A21864",1,"M",85.571
"1746",200513,"A21866",0,"F",87.463
"1747",200513,"A21867",0,"M",73
"1748",200513,"A21869",0,"M",80.21
"1749",200513,"A21870",0,"M",55.7
"1750",200513,"A21873",0,"M",85.38
"1751",200513,"A21874",0,"M",73.2
"1752",200513,"A21878",0,"M",89.071
"1753",200513,"A21881",0,"M",90.068
"1754",200513,"A21884",0,"M",85.5
"1755",200513,"A21885",0,"M",80.628
"1756",200513,"A21886",0,"F",86.7
"1757",200513,"A21895",0,"F",88.344
"1758",200513,"A21896",0,"F",80.82
"1759",200513,"A21897",0,"F",85.266
"1760",200513,"A21898",0,"F",85.451
"1761",200513,"A21899",0,"M",75
"1762",200513,"A21900",0,"M",76.666
"1763",200513,"A21912",0,"M",87.259
"1764",200513,"A21917",0,"F",87.433
"1765",200513,"A21920",0,"F",94.266
"1766",200513,"A21921",0,"M",79.243
"1768",200513,"A21923",0,"M",76.25
"1769",200513,"A21924",0,"F",85.615
"1770",200513,"A21925",0,"F",86.481
"1771",200513,"A21926",0,"F",92.709
"1772",200513,"A21928",0,"F",87.033
"1773",200513,"A21930",0,"F",84.967
"1774",200513,"A21932",0,"M",73.68
"1775",200513,"A21933",0,"M",73.307
"1776",200513,"A21935",0,"M",88.315
"1777",200513,"A21936",0,"M",85.65
"1778",200513,"A21937",0,"F",95.388
"1779",200513,"A21940",0,"F",89.809
"1780",200513,"A21942",0,"M",86.764
"1781",200513,"A21946",0,"M",73.769
"1782",200513,"A21947",0,"F",85.875
"1783",200513,"A21948",0,"F",86.484
"1784",200513,"A21949",0,"F",80
"1785",200513,"A21976",0,"F",93.307
"1786",200513,"A21983",0,"F",85.21
"1787",200513,"A21984",0,"F",80.823
"1788",200513,"A21985",0,"M",80
"1789",200513,"A21986",0,"F",87.266
"1790",200513,"A22188",0,"F",70.273
"1791",200513,"A22194",1,"M",75.648
"1792",200513,"A22213",1,"M",74.742
"1794",200513,"A22303",1,"M",64.073
"1795",200513,"A22321",1,"M",89.744
"1796",200513,"A22344",1,"M",73.666
"1797",200513,"A22345",0,"M",65.81
"1798",200513,"A22356",1,"M",79.183
"1799",200513,"A22367",1,"M",79.8
"1800",200513,"A22368",1,"M",84.08
"1801",200513,"A22369",1,"M",89.933
"1802",200513,"A22376",1,"F",93.903
"1803",200513,"A22377",1,"M",82.033
"1804",200513,"A22387",1,"M",72.52
"1805",200513,"A22389",1,"M",82.649
"1806",200513,"A22396",1,"F",84.534
"1807",200513,"A22398",1,"F",78.069
"1808",200513,"A22401",1,"M",80.392
"1809",200513,"A22403",1,"M",78.12
"1810",200513,"A22411",1,"M",77
"1811",200513,"A22425",1,"M",82.661
"1812",200513,"A22446",1,"M",75.122
"1813",200513,"A22447",0,"M",74.909
"1814",200513,"A22449",1,"F",79.693
"1815",200513,"A22454",1,"F",90.644
"1816",200513,"A22456",1,"M",78.909
"1817",200513,"A22457",1,"F",80.892
"1818",200513,"A22459",1,"F",83.527
"1819",200513,"A22463",1,"M",88.648
"1820",200513,"A22464",1,"M",80.836
"1821",200513,"A22465",1,"M",70.511
"1822",200513,"A22468",1,"M",85.793
"1823",200513,"A22477",1,"M",74.978
"1824",200513,"A22478",1,"F",82.37
"1825",200513,"A22479",1,"F",81.384
"1826",200513,"A22480",1,"M",77.82
"1827",200513,"A22481",1,"M",90.948
"1828",200513,"A22482",1,"F",75.935
"1829",200513,"A22484",1,"F",84.321
"1830",200513,"A22486",1,"M",76.236
"1831",200513,"A22488",1,"F",88.586
"1832",200513,"A22489",1,"F",77.918
"1834",200513,"A22491",1,"M",74.358
"1835",200513,"A22492",1,"F",84.275
"1836",200513,"A22497",1,"M",76.053
"1837",200513,"A22498",0,"M",80.803
"1838",200513,"A22500",1,"F",83.565
"1839",200513,"A22505",1,"M",74.024
"1840",200513,"A22508",0,"M",75.447
"1841",200513,"A22522",0,"M",70.538
"1844",200513,"A22526",1,"M",90.142
"1845",200513,"A22527",1,"M",89.846
"1846",200513,"A22528",1,"M",75.333
"1848",200513,"A22537",1,"M",85.767
"1849",200513,"A22540",1,"M",80.953
"1850",200513,"A22546",1,"M",85.622
"1851",200513,"A22547",1,"M",93.612
"1852",200513,"A22548",1,"F",92.183
"1853",200513,"A22551",0,"M",77.986
"1854",200513,"A22555",0,"M",73.438
"1855",200513,"A22556",0,"M",79.484
"1856",200513,"A22557",0,"F",79.342
"1857",200513,"A22562",1,"M",78.052
"1859",200513,"A22566",0,"M",70.028
"1860",200513,"A22568",0,"M",74.812
"1862",200513,"A22575",0,"M",80.492
"1863",200513,"A22579",0,"M",81.333
"1867",200513,"A22589",1,"M",80.026
"1868",200513,"A22590",1,"M",88.235
"1869",200513,"A22591",1,"M",86.259
"1870",200513,"A22592",1,"F",83.5
"1871",200513,"A22593",1,"F",89.08
"1872",200513,"A22594",1,"M",66.625
"1873",200513,"A22596",1,"F",92.193
"1874",200513,"A22598",1,"F",85.9
"1875",200513,"A22599",1,"F",88.521
"1876",200513,"A22600",0,"M",77.746
"1877",200513,"A22602",1,"F",82.74
"1878",200513,"A22603",1,"F",84.318
"1879",200513,"A22606",1,"F",95.032
"1880",200513,"A22609",1,"M",78.115
"1882",200513,"A22611",1,"M",85.322
"1883",200513,"A22613",0,"M",70.571
"1884",200513,"A22614",0,"F",74.303
"1886",200513,"A22618",0,"F",89.927
"1887",200513,"A22623",0,"M",77.954
"1889",200513,"A22627",0,"F",84.106
"1890",200513,"A22629",1,"M",85.181
"1891",200513,"A22631",0,"M",85.076
"1892",200513,"A22634",0,"F",79.846
"1893",200513,"A22637",1,"M",89.393
"1894",200513,"A22638",1,"F",82.7
"1895",200513,"A22639",1,"M",80.212
"1896",200513,"A22640",0,"F",88.403
"1897",200513,"A22641",0,"F",80.365
"1898",200513,"A22642",0,"M",82.203
"1899",200513,"A22644",0,"F",85.5
"1900",200513,"A22645",0,"M",77.923
"1901",200513,"A22647",1,"M",90.935
"1902",200513,"A22648",1,"F",90.322
"1903",200513,"A22650",1,"M",85.846
"1904",200513,"A22651",0,"F",79.94
"1906",200513,"A22653",1,"M",87.148
"1907",200513,"A22654",1,"M",78.562
"1908",200513,"A22655",0,"M",74.616
"1909",200513,"A22656",0,"F",90.266
"1910",200513,"A22658",0,"M",83.806
"1911",200513,"A22660",0,"M",89.534
"1912",200513,"A22663",0,"M",80
"1913",200513,"A22664",0,"F",82.51
"1914",200513,"A22665",0,"M",75.019
"1915",200513,"A22666",1,"M",95.842
"1916",200513,"A22667",1,"F",89.263
"1917",200513,"A22668",1,"M",84.736
"1918",200513,"A22669",1,"F",93.944
"1919",200513,"A22672",0,"M",93.081
"1920",200513,"A22673",1,"M",75
"1921",200513,"A22674",1,"M",90.684
"1922",200513,"A22675",0,"M",86.016
"1923",200513,"A22676",0,"F",79.117
"1924",200513,"A22677",1,"M",91.21
"1925",200513,"A22678",0,"F",82.5
"1926",200513,"A22679",1,"F",82.714
"1927",200513,"A22681",0,"F",82.089
"1928",200513,"A22683",0,"F",94.285
"1930",200513,"A22687",1,"F",84.6
"1931",200513,"A22691",0,"F",90.305
"1932",200513,"A22692",0,"M",66.72
"1933",200513,"A22694",0,"M",72.545
"1934",200513,"A22695",1,"F",92.384
"1935",200513,"A22696",1,"M",85.736
"1936",200513,"A22700",0,"M",89.649
"1937",200513,"A22701",0,"M",80.075
"1938",200513,"A22702",1,"M",79.266
"1939",200513,"A22706",0,"M",64.555
"1940",200513,"A22707",1,"M",91.357
"1942",200513,"A22710",1,"M",92.105
"1943",200513,"A22712",0,"F",81.543
"1944",200513,"A22714",0,"F",78.862
"1945",200513,"A22716",0,"M",84.508
"1946",200513,"A22717",0,"M",88.148
"1947",200513,"A22718",0,"M",84.454
"1948",200513,"A22719",0,"M",71.309
"1949",200513,"A22721",0,"F",86.688
"1950",200513,"A22727",1,"M",69
"1951",200513,"A22728",0,"M",74.837
"1952",200513,"A22729",0,"M",85.232
"1953",200513,"A22730",0,"M",76.804
"1954",200513,"A22731",0,"M",74.5
"1955",200513,"A22732",0,"M",73.357
"1956",200513,"A22733",0,"F",84.595
"1957",200513,"A22734",1,"M",95.263
"1958",200513,"A22735",0,"F",87.609
"1959",200513,"A22736",0,"M",86.708
"1960",200513,"A22739",0,"M",80.807
"1962",200513,"A22741",0,"M",89.976
"1963",200513,"A22742",0,"M",74.514
"1964",200513,"A22743",0,"M",87.595
"1965",200513,"A22745",0,"M",90.9
"1966",200513,"A22747",0,"M",82.309
"1967",200513,"A22748",0,"M",81.652
"1968",200513,"A22749",0,"M",74.425
"1969",200513,"A22750",1,"F",96.857
"1970",200513,"A22754",0,"M",85.307
"1971",200513,"A22755",1,"M",81.285
"1972",200513,"A22756",1,"M",80.5
"1973",200513,"A22757",1,"M",86
"1974",200513,"A22758",0,"M",85
"1975",200513,"A22759",1,"M",98.142
"1976",200513,"A22760",1,"M",82
"1977",200513,"A22761",1,"F",89
"1978",200513,"A22763",1,"M",89
"1979",200513,"A22764",1,"M",90.571
"1980",200513,"A22765",0,"F",91.468
"1981",200513,"A22766",1,"M",87.166
"1982",200513,"A22767",1,"F",79.666
"1983",200513,"A22770",1,"M",84.5
"1984",200513,"A22771",1,"M",84.166
"1985",200513,"A22773",0,"F",80.375
"1986",200513,"A22774",0,"F",92.75
"1987",200513,"A22775",1,"M",87.571
"1988",200513,"A22778",1,"M",89.571
"1989",200513,"A22779",0,"M",82.558
"1990",200513,"A22780",0,"M",85.068
"1991",200513,"A22781",0,"M",80.023
"1992",200513,"A22782",1,"M",90.571
"1993",200513,"A22784",0,"M",93.564
"1994",200513,"A22786",1,"M",93
"1995",200513,"A22787",1,"F",84.571
"1996",200513,"A22792",0,"M",79.971
"1997",200513,"A22793",0,"M",85.56
"1998",200513,"A22797",0,"M",84.523
"1999",200513,"A22798",0,"M",82.318
"2000",200513,"A22799",1,"F",94.692
"2001",200513,"A22800",0,"M",73.875
"2002",200513,"A22802",0,"F",88.416
"2003",200513,"A22809",0,"F",88.043
"2004",200513,"A22811",0,"F",91.848
"2005",200513,"A22817",0,"M",81.322
"2007",200513,"A22820",0,"F",75.655
"2008",200513,"A22821",0,"M",82.151
"2009",200513,"A22822",0,"F",88.815
"2010",200513,"A22824",0,"F",84.6
"2011",200513,"A22834",0,"M",78.774
"2012",200513,"A22836",0,"M",88.8
"2013",200513,"A22837",0,"M",79.785
"2014",200513,"A22838",0,"F",96.909
"2016",200513,"A22844",0,"M",91.2
"2017",200513,"A22846",0,"M",89.233
"2018",200513,"A22862",0,"M",91.512
"2019",200513,"A22863",0,"M",76.272
"2020",200513,"A22869",0,"M",75.777
"2021",200513,"A22870",0,"M",89.866
"2022",200513,"A22871",0,"M",87.878
"2023",200513,"A22872",0,"M",81.5
"2024",200513,"A22873",0,"F",85.869
"2025",200513,"A22874",0,"M",85.935
"2026",200513,"A22877",0,"F",81.565
"2027",200513,"A22878",0,"M",72.576
"2028",200513,"A22880",0,"M",73.655
"2029",200513,"A22885",0,"M",77.318
"2030",200513,"A22886",0,"M",87.066
"2031",200513,"A22887",0,"F",82.258
"2032",200513,"A22888",0,"M",72.045
"2033",200513,"A22889",0,"M",67.894
"2034",200513,"A22890",0,"F",88.083
"2035",200513,"A22892",0,"M",68.647
"2036",200513,"A22893",0,"M",97.947
"2037",200513,"A22894",0,"M",93.578
"2038",200513,"A22895",0,"F",90.529
"2039",200513,"A22898",0,"M",90.277
"2040",200513,"A22902",0,"M",82.705
"2041",200513,"A22904",0,"M",92.411
"2042",200513,"A22905",0,"M",85.166
"2044",200513,"A22908",0,"M",87.666
"2045",200513,"A22910",0,"M",87.736
"2046",200513,"A22911",0,"F",90.555
"2047",200513,"A22912",0,"M",98.25
"2048",200513,"A22916",0,"F",76.062
"2049",200513,"A22918",0,"M",78.722
"2050",200513,"A22921",0,"F",48
"2051",200513,"A22922",0,"M",91
"2052",200513,"A22924",0,"M",70.933
"2053",200513,"A22930",0,"M",75.466
"2054",200513,"A22932",0,"M",76.071
"2055",200513,"A22936",0,"M",91.285
"2056",200513,"A22937",0,"M",76.2
"2057",200513,"A22939",0,"M",83
"2058",200513,"A22943",0,"F",96.5
"2059",200513,"A22947",0,"M",82.857
"2060",200513,"A22948",0,"F",87.166
"2061",200513,"A22951",0,"F",87.666
"2063",200513,"A22960",0,"M",86.666
"2064",200513,"A22961",0,"M",86.4
"2065",200513,"A22963",0,"M",75.166
"2066",200513,"A22965",0,"M",69.333
"2067",200513,"A22966",0,"M",89
"2068",200513,"A22967",0,"M",80.714
"2069",200513,"A22968",0,"F",87.833
"2070",200513,"A23014",0,"M",70.957
"2071",200513,"A23015",0,"M",89.981
"2072",200513,"A23038",0,"M",87.265
"2073",200513,"A23040",1,"M",90.578
"2074",200513,"A23043",0,"M",77.477
"2075",200513,"A23121",1,"M",74.537
"2076",200513,"A23123",1,"M",80.326
"2077",200513,"A23125",1,"M",80.913
"2078",200513,"A23128",1,"M",80.135
"2079",200513,"A23133",1,"F",78.261
"2080",200513,"A23135",1,"F",87.415
"2081",200513,"A23136",1,"M",79.862
"2082",200513,"A23137",1,"M",97.983
"2083",200513,"A23138",1,"M",81.355
"2084",200513,"A23139",1,"M",76.807
"2085",200513,"A23140",1,"F",80.828
"2086",200513,"A23141",1,"M",82.851
"2087",200513,"A23142",1,"M",90.809
"2088",200513,"A23143",1,"M",91.81
"2089",200513,"A23144",1,"M",82.153
"2090",200513,"A23145",1,"M",74.491
"2091",200513,"A23147",1,"M",82.317
"2092",200513,"A23153",1,"F",78.66
"2093",200513,"A23154",1,"M",80.238
"2094",200513,"A23155",1,"M",82.088
"2095",200513,"A23156",1,"M",82.343
"2096",200513,"A23157",1,"M",92.977
"2097",200513,"A23159",1,"M",81.657
"2098",200513,"A23160",1,"M",84.166
"2099",200513,"A23161",1,"F",84.032
"2100",200513,"A23163",1,"F",75.242
"2101",200513,"A23164",1,"F",92.848
"2102",200513,"A23165",1,"F",92.031
"2103",200513,"A23167",1,"M",90.5
"2104",200513,"A23169",1,"F",85.058
"2105",200513,"A23170",1,"M",85.666
"2106",200513,"A23172",1,"M",79.468
"2107",200513,"A23173",1,"F",93.321
"2108",200513,"A23174",1,"M",78.52
"2109",200513,"A23175",1,"M",73.266
"2110",200513,"A23178",1,"M",90.95
"2111",200513,"A23179",1,"M",77.285
"2112",200513,"A23180",1,"M",85.789
"2113",200513,"A23181",1,"F",81.666
"2115",200513,"A23184",1,"F",90.645
"2116",200513,"A23185",1,"M",69.714
"2117",200513,"A23186",1,"M",84.065
"2118",200513,"A23187",1,"M",80.142
"2119",200513,"A23188",1,"F",81.666
"2120",200513,"A23190",1,"F",84.25
"2121",200513,"A23192",1,"M",90.428
"2122",200513,"A23195",1,"M",94.714
"2123",200513,"A23197",1,"F",87.285
"2124",200513,"A23198",1,"F",97.166
"2125",200513,"A23200",1,"F",83.142
"2126",200513,"A23205",1,"M",75
"2127",200513,"A23208",1,"M",85.857
"2128",200513,"A23285",0,"M",80.423
"2130",200513,"A23395",1,"M",83.037
"2131",200513,"A23542",0,"M",68.316
"2132",200513,"A23727",0,"M",70.657
"2133",200513,"A23738",1,"M",73.742
"2134",200513,"A23745",1,"F",74.59
"2135",200513,"A23890",0,"F",71.5
"2136",200513,"A23925",0,"M",68.178
"2137",200513,"A23946",0,"M",74.303
"2138",200513,"A23976",1,"M",79.2
"2139",200513,"A23981",0,"F",73.397
"2140",200513,"A23991",0,"M",68.265
"2141",200513,"A23997",0,"M",74.333
"2143",200513,"A24020",1,"M",71.521
"2145",200513,"A24041",1,"M",79.298
"2146",200513,"A24051",0,"M",76.879
"2147",200513,"A24069",1,"F",72.637
"2148",200513,"A24070",0,"M",72.807
"2149",200513,"A24081",1,"M",73.926
"2151",200513,"A24099",0,"F",90.333
"2152",200513,"A24122",0,"M",70.76
"2154",200513,"A24125",1,"F",84.206
"2155",200513,"A24126",1,"F",81.238
"2156",200513,"A24128",1,"M",80.396
"2157",200513,"A24129",1,"F",83.765
"2158",200513,"A24131",1,"M",72.551
"2159",200513,"A24134",1,"M",67.015
"2160",200513,"A24135",1,"M",78.083
"2161",200513,"A24136",1,"M",75.314
"2162",200513,"A24138",1,"M",78.979
"2163",200513,"A24140",1,"F",73.015
"2164",200513,"A24141",1,"F",76
"2165",200513,"A24150",1,"F",77.203
"2166",200513,"A24155",1,"F",77.603
"2167",200513,"A24158",1,"M",75.425
"2168",200513,"A24163",1,"M",78.405
"2169",200513,"A24164",1,"M",77.385
"2170",200513,"A24165",1,"M",81.016
"2171",200513,"A24167",1,"F",77.2
"2172",200513,"A24168",1,"F",76.017
"2173",200513,"A24174",1,"M",89.437
"2175",200513,"A24184",1,"M",77.396
"2176",200513,"A24188",1,"F",76.277
"2177",200513,"A24197",1,"M",87.509
"2178",200513,"A24201",0,"F",76.352
"2179",200513,"A24205",0,"F",78.915
"2180",200513,"A24220",1,"M",79.521
"2181",200513,"A24223",1,"F",75.428
"2182",200513,"A24231",1,"M",78.111
"2183",200513,"A24232",1,"F",91.431
"2184",200513,"A24233",1,"F",82.777
"2185",200513,"A24234",1,"F",74.866
"2186",200513,"A24235",1,"M",80.193
"2187",200513,"A24237",1,"M",72.38
"2188",200513,"A24254",0,"M",73.243
"2189",200513,"A24258",1,"M",78.07
"2190",200513,"A24259",1,"M",86.896
"2191",200513,"A24260",1,"F",81.206
"2192",200513,"A24261",1,"F",85.913
"2193",200513,"A24262",1,"F",75.581
"2194",200513,"A24264",1,"F",83.41
"2195",200513,"A24266",1,"M",78.491
"2196",200513,"A24267",1,"M",82.263
"2197",200513,"A24268",1,"F",85.087
"2198",200513,"A24269",1,"M",90.932
"2199",200513,"A24270",1,"F",84.843
"2200",200513,"A24271",1,"F",82.578
"2201",200513,"A24272",1,"F",82.774
"2202",200513,"A24273",1,"F",83.666
"2203",200513,"A24274",1,"F",91.145
"2204",200513,"A24275",1,"F",85.729
"2205",200513,"A24276",1,"M",81.593
"2206",200513,"A24278",1,"F",89.814
"2207",200513,"A24279",1,"M",79.178
"2208",200513,"A24280",0,"M",78.277
"2209",200513,"A24281",0,"F",85.483
"2210",200513,"A24282",1,"F",83.568
"2211",200513,"A24283",1,"F",77.156
"2212",200513,"A24284",1,"M",79.086
"2213",200513,"A24285",1,"M",83.473
"2214",200513,"A24286",1,"M",84
"2215",200513,"A24287",1,"M",72.175
"2216",200513,"A24292",1,"F",90.481
"2217",200513,"A24296",1,"F",84.649
"2218",200513,"A24297",1,"M",77.883
"2219",200513,"A24299",0,"M",68.362
"2220",200513,"A24301",1,"M",77.984
"2221",200513,"A24307",1,"M",72
"2222",200513,"A24308",1,"M",86.894
"2223",200513,"A24309",1,"M",75.78
"2224",200513,"A24311",1,"F",88.052
"2225",200513,"A24312",1,"M",78.79
"2226",200513,"A24316",0,"M",65.893
"2227",200513,"A24322",1,"F",75.26
"2228",200513,"A24324",1,"M",84.75
"2229",200513,"A24325",1,"F",80.979
"2230",200513,"A24326",1,"F",84.017
"2231",200513,"A24331",0,"F",69.605
"2232",200513,"A24333",1,"M",71.921
"2233",200513,"A24335",1,"F",80.604
"2234",200513,"A24337",1,"M",88.862
"2235",200513,"A24340",0,"M",70.786
"2236",200513,"A24341",1,"M",77.9
"2237",200513,"A24342",0,"M",77.25
"2238",200513,"A24347",0,"M",80.903
"2239",200513,"A24349",0,"M",73.547
"2240",200513,"A24352",1,"F",83.178
"2241",200513,"A24353",1,"M",74.733
"2242",200513,"A24372",0,"F",76.414
"2243",200513,"A24375",1,"M",76.875
"2244",200513,"A24376",1,"M",83.083
"2245",200513,"A24378",1,"F",88.928
"2246",200513,"A24380",1,"F",89.069
"2247",200513,"A24383",1,"M",77.03
"2248",200513,"A24384",1,"F",83.575
"2249",200513,"A24387",0,"F",74.901
"2251",200513,"A24408",1,"F",89.25
"2252",200513,"A24409",1,"F",78.179
"2253",200513,"A24410",1,"M",85.688
"2254",200513,"A24412",1,"M",71.812
"2255",200513,"A24413",1,"M",93.333
"2256",200513,"A24414",1,"M",77.425
"2257",200513,"A24416",1,"M",88.477
"2258",200513,"A24418",1,"F",86.324
"2259",200513,"A24419",1,"F",76.181
"2260",200513,"A24420",1,"F",85.642
"2261",200513,"A24421",1,"F",81.724
"2262",200513,"A24422",1,"M",79.405
"2263",200513,"A24423",0,"F",81.86
"2264",200513,"A24424",0,"M",81.086
"2265",200513,"A24425",1,"M",91.043
"2266",200513,"A24428",1,"F",83.586
"2267",200513,"A24429",1,"F",84.555
"2268",200513,"A24430",1,"F",79.446
"2269",200513,"A24432",1,"F",74.421
"2270",200513,"A24433",1,"M",81.333
"2271",200513,"A24434",1,"M",81.512
"2272",200513,"A24435",1,"F",77
"2273",200513,"A24436",1,"M",78.975
"2274",200513,"A24439",0,"M",71.52
"2275",200513,"A24441",1,"M",82.218
"2276",200513,"A24446",1,"F",82.682
"2277",200513,"A24447",1,"F",84.767
"2278",200513,"A24448",1,"M",75.829
"2279",200513,"A24453",1,"M",72.629
"2280",200513,"A24454",1,"M",90.9
"2281",200513,"A24455",1,"M",83.886
"2282",200513,"A24457",0,"F",71.923
"2283",200513,"A24459",0,"M",69.903
"2284",200513,"A24460",0,"M",70.807
"2285",200513,"A24461",0,"M",82.203
"2286",200513,"A24462",0,"M",77.114
"2287",200513,"A24464",0,"M",70.469
"2288",200513,"A24465",1,"F",75.206
"2289",200513,"A24466",1,"F",77.186
"2290",200513,"A24468",1,"F",82.086
"2291",200513,"A24469",0,"M",80.958
"2292",200513,"A24470",1,"F",76.263
"2293",200513,"A24472",0,"M",76.041
"2294",200513,"A24474",0,"M",76.758
"2295",200513,"A24475",0,"F",81.516
"2296",200513,"A24476",1,"M",67.954
